person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
42,22000,RENT,,DEBTCONSOLIDATION,A,1000,7.29,0,0.05,N,13
42,98603,MORTGAGE,19.0,MEDICAL,C,24250,14.22,1,0.21,N,14
27,17000,RENT,6.0,PERSONAL,B,2875,11.71,1,0.17,N,10
31,25000,OWN,0.0,DEBTCONSOLIDATION,D,2400,14.42,0,0.1,Y,8
23,39000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.37,1,0.13,Y,4
22,56000,MORTGAGE,5.0,MEDICAL,B,12000,10.99,0,0.21,N,2
65,45900,RENT,2.0,EDUCATION,C,10000,,0,0.22,Y,19
24,60000,RENT,1.0,EDUCATION,B,12000,10.99,0,0.2,N,4
22,50004,MORTGAGE,0.0,EDUCATION,A,12000,7.37,0,0.24,N,2
22,41000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,7750,9.88,0,0.19,N,3
64,56000,RENT,0.0,DEBTCONSOLIDATION,E,10000,16.82,1,0.18,Y,18
28,51000,RENT,2.0,EDUCATION,E,16000,16.32,1,0.31,Y,9
31,73000,RENT,2.0,VENTURE,A,7000,7.9,0,0.1,N,7
25,115000,MORTGAGE,4.0,VENTURE,A,20000,6.91,0,0.17,N,2
43,85000,RENT,14.0,EDUCATION,B,9000,11.89,0,0.11,N,11
23,62000,RENT,2.0,MEDICAL,A,4200,5.42,0,0.07,N,3
22,65000,RENT,4.0,EDUCATION,D,34000,17.58,1,0.52,N,4
33,53040,RENT,3.0,MEDICAL,B,8000,9.88,0,0.15,N,10
23,37500,RENT,0.0,PERSONAL,A,1800,8.94,0,0.05,N,2
26,69000,MORTGAGE,4.0,VENTURE,D,16000,15.7,0,0.23,N,4
22,73700,RENT,3.0,EDUCATION,F,8800,18.21,0,0.12,Y,3
32,84456,RENT,5.0,HOMEIMPROVEMENT,B,10000,9.88,0,0.12,N,7
54,29000,MORTGAGE,7.0,PERSONAL,B,2500,11.71,0,0.09,N,28
22,50000,MORTGAGE,7.0,EDUCATION,A,12800,7.88,0,0.26,N,3
27,70000,RENT,4.0,PERSONAL,B,20000,11.48,0,0.29,N,8
29,48000,OWN,1.0,PERSONAL,E,15000,18.64,0,0.31,N,9
20,94000,RENT,4.0,EDUCATION,D,5000,16.02,0,0.05,N,3
28,160000,OWN,12.0,PERSONAL,B,23000,11.83,0,0.14,N,8
23,60000,RENT,4.0,VENTURE,B,15000,11.83,0,0.25,N,3
22,60500,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.84,0,0.12,N,2
23,81504,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2400,6.92,0,0.03,N,4
27,54000,RENT,5.0,VENTURE,B,3200,9.88,0,0.06,N,7
24,45000,RENT,5.0,EDUCATION,A,1000,7.4,0,0.02,N,3
28,138996,MORTGAGE,3.0,PERSONAL,C,20000,13.79,0,0.14,Y,9
53,138000,RENT,4.0,PERSONAL,B,15000,12.69,1,0.11,N,21
30,114000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,15000,6.54,1,0.13,N,6
24,68000,RENT,3.0,EDUCATION,B,13500,12.21,0,0.2,N,2
43,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5050,6.99,0,0.07,N,16
31,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14000,6.03,0,0.35,N,7
27,88000,RENT,11.0,DEBTCONSOLIDATION,A,9000,6.91,0,0.1,N,10
32,30000,RENT,0.0,VENTURE,A,8000,7.74,0,0.27,N,9
32,32000,RENT,1.0,DEBTCONSOLIDATION,E,2600,,1,0.08,Y,9
27,45000,MORTGAGE,4.0,MEDICAL,A,5000,6.03,0,0.11,N,9
33,18000,RENT,0.0,VENTURE,C,2700,12.61,0,0.15,Y,9
30,50000,OWN,3.0,HOMEIMPROVEMENT,A,5000,5.99,0,0.1,N,10
23,34320,RENT,5.0,DEBTCONSOLIDATION,F,7000,18.3,1,0.2,Y,3
24,110000,MORTGAGE,2.0,EDUCATION,B,9000,,0,0.08,N,3
23,62900,RENT,7.0,MEDICAL,D,5000,14.84,1,0.07,N,4
30,111000,RENT,3.0,VENTURE,C,15450,10.91,0,0.14,Y,7
28,44000,RENT,5.0,PERSONAL,C,16000,13.48,1,0.36,N,5
22,41000,MORTGAGE,0.0,VENTURE,B,6400,9.99,0,0.16,N,4
22,75000,MORTGAGE,3.0,PERSONAL,A,5600,8.0,0,0.07,N,2
25,60000,RENT,7.0,DEBTCONSOLIDATION,B,15000,,0,0.25,N,3
37,50000,RENT,0.0,VENTURE,B,5000,11.89,0,0.1,N,12
29,65000,RENT,5.0,VENTURE,B,15000,11.83,0,0.23,N,9
26,159960,MORTGAGE,11.0,HOMEIMPROVEMENT,A,18325,7.49,0,0.11,N,3
34,143150,MORTGAGE,0.0,VENTURE,A,12000,9.32,0,0.08,N,6
31,86000,RENT,0.0,PERSONAL,A,2000,5.99,0,0.02,N,5
45,36000,RENT,0.0,MEDICAL,B,10000,11.11,0,0.28,N,11
30,60000,OWN,7.0,VENTURE,D,6000,14.84,0,0.1,Y,6
23,46000,RENT,2.0,EDUCATION,D,8000,11.86,1,0.17,N,3
23,80832,OWN,0.0,MEDICAL,D,15000,15.65,0,0.19,N,2
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2
35,110000,RENT,1.0,PERSONAL,B,3200,11.48,0,0.03,N,9
24,70000,RENT,8.0,VENTURE,E,20000,14.88,1,0.29,N,4
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2
27,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10050,9.63,0,0.18,N,8
22,11220,RENT,,MEDICAL,C,1000,12.99,0,0.09,N,4
28,60000,MORTGAGE,8.0,MEDICAL,C,1500,,0,0.03,Y,6
36,23004,RENT,0.0,PERSONAL,B,9450,10.37,1,0.41,N,13
29,186063,MORTGAGE,14.0,EDUCATION,B,25000,10.46,0,0.13,N,6
30,90000,RENT,14.0,PERSONAL,D,10000,15.62,0,0.11,Y,6
21,37200,RENT,5.0,MEDICAL,C,4000,13.49,0,0.11,Y,4
26,78000,RENT,8.0,HOMEIMPROVEMENT,C,20000,13.85,0,0.26,Y,4
30,70000,MORTGAGE,,VENTURE,B,10000,10.25,0,0.14,N,8
25,66420,MORTGAGE,1.0,MEDICAL,B,4000,12.18,0,0.06,N,3
21,62500,MORTGAGE,6.0,EDUCATION,A,13200,7.9,0,0.21,N,3
26,75000,OWN,10.0,EDUCATION,C,7200,,0,0.1,N,3
33,59000,RENT,17.0,MEDICAL,B,9600,9.91,0,0.16,N,8
31,57996,RENT,4.0,PERSONAL,D,4800,15.58,1,0.08,Y,9
37,130000,RENT,2.0,VENTURE,B,13000,9.88,0,0.1,N,14
21,18000,RENT,0.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.17,N,2
24,61147,MORTGAGE,5.0,MEDICAL,A,17000,6.03,0,0.28,N,4
28,44500,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000,9.45,0,0.45,N,8
25,30000,OWN,4.0,DEBTCONSOLIDATION,D,10000,14.61,0,0.33,Y,2
36,25000,RENT,2.0,PERSONAL,B,6200,9.91,1,0.25,N,14
22,24000,OWN,1.0,VENTURE,A,8000,7.51,0,0.33,N,3
33,66000,RENT,17.0,EDUCATION,A,5000,7.29,0,0.08,N,8
25,49000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,18225,10.0,0,0.37,N,4
23,38000,RENT,7.0,VENTURE,A,10000,7.51,0,0.26,N,4
26,74000,MORTGAGE,0.0,DEBTCONSOLIDATION,E,16800,16.4,1,0.23,Y,4
22,30000,MORTGAGE,6.0,VENTURE,C,3200,13.48,0,0.11,N,4
22,24000,RENT,4.0,EDUCATION,D,5000,16.49,0,0.21,N,4
32,95000,MORTGAGE,3.0,PERSONAL,B,18000,11.11,0,0.19,N,8
24,80000,RENT,6.0,MEDICAL,A,6400,7.49,0,0.08,N,4
29,30000,RENT,0.0,PERSONAL,B,12000,10.36,1,0.4,N,7
33,31500,RENT,16.0,MEDICAL,A,7200,5.79,0,0.23,N,6
21,90000,OWN,6.0,MEDICAL,A,12000,6.03,0,0.13,N,3
22,50004,RENT,5.0,EDUCATION,D,5300,14.42,0,0.11,N,2
22,40000,RENT,0.0,DEBTCONSOLIDATION,A,2100,6.39,0,0.05,N,2
26,57240,RENT,3.0,VENTURE,A,9000,7.51,0,0.16,N,3
23,44000,RENT,0.0,HOMEIMPROVEMENT,F,13000,17.26,1,0.3,Y,3
26,53000,MORTGAGE,1.0,EDUCATION,A,8000,,0,0.15,N,3
40,68000,MORTGAGE,1.0,PERSONAL,A,9200,8.94,0,0.14,N,11
29,74000,RENT,2.0,DEBTCONSOLIDATION,D,30750,,1,0.42,N,6
29,14400,RENT,2.0,VENTURE,B,1400,11.49,0,0.1,N,6
31,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,10.62,0,0.1,N,10
23,28800,RENT,0.0,EDUCATION,B,5000,11.49,0,0.17,N,2
34,72000,RENT,2.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.14,N,7
47,52000,RENT,5.0,EDUCATION,B,12000,11.99,0,0.23,N,14
25,102211,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,11.58,0,0.15,N,2
28,150000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,15000,9.63,0,0.1,N,9
28,32000,MORTGAGE,4.0,EDUCATION,B,12000,12.69,1,0.38,N,10
24,67600,RENT,7.0,HOMEIMPROVEMENT,D,10000,16.02,0,0.15,Y,2
25,80000,OWN,3.0,EDUCATION,C,10000,14.72,0,0.13,Y,3
24,30000,RENT,2.0,VENTURE,A,4000,5.99,0,0.13,N,2
24,55605,MORTGAGE,8.0,MEDICAL,B,6500,10.99,0,0.12,N,2
32,21600,RENT,,DEBTCONSOLIDATION,C,5500,14.72,0,0.25,Y,7
24,45600,MORTGAGE,0.0,EDUCATION,A,7200,6.91,0,0.16,N,2
25,365000,MORTGAGE,7.0,VENTURE,B,35000,10.65,0,0.1,N,2
28,69000,MORTGAGE,4.0,EDUCATION,D,30000,,1,0.43,Y,9
30,42000,MORTGAGE,14.0,MEDICAL,A,4500,7.49,1,0.11,N,7
31,36000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,4800,7.51,0,0.13,N,5
30,40000,RENT,1.0,PERSONAL,A,5500,7.74,0,0.14,N,6
53,24000,RENT,0.0,EDUCATION,D,5000,14.42,1,0.21,Y,27
31,54000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6000,7.14,0,0.11,N,5
27,42000,RENT,3.0,DEBTCONSOLIDATION,B,8800,11.71,0,0.21,N,5
25,55000,MORTGAGE,2.0,EDUCATION,E,14000,15.68,0,0.25,Y,4
24,43000,RENT,4.0,MEDICAL,B,10000,9.63,0,0.23,N,3
22,66000,RENT,1.0,EDUCATION,F,22000,,1,0.33,N,2
31,115000,MORTGAGE,15.0,MEDICAL,B,10000,12.42,0,0.09,N,6
25,85000,RENT,9.0,EDUCATION,A,5750,7.29,0,0.07,N,4
22,45000,MORTGAGE,6.0,EDUCATION,A,5000,8.0,0,0.11,N,3
30,175000,MORTGAGE,15.0,VENTURE,D,25000,,0,0.14,Y,10
34,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,B,3600,9.88,0,0.14,N,5
24,13000,RENT,1.0,MEDICAL,B,1200,11.89,0,0.09,N,2
28,38100,RENT,6.0,DEBTCONSOLIDATION,B,4800,9.63,1,0.13,N,10
27,60000,RENT,5.0,VENTURE,C,4500,14.22,0,0.07,N,8
29,64548,MORTGAGE,3.0,MEDICAL,B,15000,,0,0.23,N,7
28,61000,MORTGAGE,12.0,PERSONAL,B,12000,9.99,0,0.2,N,5
27,55000,RENT,1.0,EDUCATION,A,17000,7.88,1,0.31,N,5
22,24960,RENT,0.0,EDUCATION,A,2500,7.51,0,0.1,N,4
23,82000,MORTGAGE,5.0,PERSONAL,D,5000,16.77,0,0.06,Y,3
50,50000,RENT,1.0,PERSONAL,A,16000,7.9,1,0.32,N,17
31,144000,RENT,0.0,EDUCATION,G,13000,21.21,1,0.09,N,6
24,62000,RENT,3.0,VENTURE,B,8000,11.14,0,0.13,N,4
25,32000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3
22,60000,RENT,0.0,VENTURE,A,5500,7.88,0,0.09,N,3
28,56864,MORTGAGE,5.0,PERSONAL,A,12300,7.88,0,0.22,N,7
26,26000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.99,0,0.27,N,4
22,38000,RENT,2.0,MEDICAL,A,18500,7.66,1,0.49,N,4
28,54263,RENT,0.0,HOMEIMPROVEMENT,C,3500,11.66,0,0.06,N,5
25,75000,MORTGAGE,4.0,VENTURE,B,24000,9.91,0,0.32,N,2
30,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,4000,14.27,0,0.08,N,9
23,42048,MORTGAGE,7.0,EDUCATION,A,8500,7.74,0,0.2,N,3
25,48000,RENT,3.0,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,N,2
27,40000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,14675,12.69,0,0.37,N,10
28,25000,RENT,0.0,HOMEIMPROVEMENT,F,5175,18.43,1,0.21,Y,6
35,90000,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.13,N,6
22,87000,RENT,4.0,EDUCATION,B,10000,11.26,0,0.11,N,3
25,47000,RENT,6.0,VENTURE,B,6000,11.71,0,0.13,N,2
26,120000,RENT,3.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.04,N,2
38,57600,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9000,10.99,0,0.16,N,12
23,90000,MORTGAGE,5.0,PERSONAL,B,6000,11.89,0,0.07,N,4
25,75000,MORTGAGE,9.0,MEDICAL,C,4800,15.27,0,0.06,Y,3
23,90000,RENT,5.0,VENTURE,D,7500,15.58,0,0.08,Y,3
24,57000,RENT,1.0,MEDICAL,A,3000,7.88,0,0.05,N,3
24,44000,RENT,3.0,DEBTCONSOLIDATION,C,12000,12.23,1,0.27,N,3
26,47000,MORTGAGE,5.0,MEDICAL,A,6600,7.9,0,0.14,N,2
29,27996,OWN,5.0,HOMEIMPROVEMENT,A,1800,5.42,0,0.06,N,6
28,42682,RENT,1.0,PERSONAL,A,8000,6.03,0,0.19,N,9
21,44000,RENT,0.0,EDUCATION,D,12875,15.31,1,0.29,N,2
29,78000,MORTGAGE,0.0,PERSONAL,B,9600,,0,0.12,N,5
29,66500,OWN,4.0,VENTURE,A,12000,6.99,0,0.18,N,8
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,8.94,0,0.13,N,2
27,110004,MORTGAGE,5.0,PERSONAL,C,25000,12.73,0,0.23,Y,6
28,96636,MORTGAGE,10.0,MEDICAL,A,30000,8.49,0,0.31,N,5
23,48000,RENT,7.0,PERSONAL,C,7200,14.27,0,0.15,Y,3
27,60000,RENT,4.0,DEBTCONSOLIDATION,B,18500,10.99,1,0.31,N,5
31,65200,MORTGAGE,7.0,PERSONAL,A,7000,8.0,0,0.11,N,8
21,30000,RENT,5.0,EDUCATION,A,8400,6.03,0,0.28,N,3
33,163400,MORTGAGE,17.0,EDUCATION,E,10000,18.39,1,0.06,N,5
28,50000,OWN,12.0,VENTURE,A,6000,6.03,0,0.12,N,9
27,65000,RENT,12.0,MEDICAL,C,5000,13.99,0,0.08,Y,7
21,55000,RENT,3.0,EDUCATION,B,6000,10.99,0,0.11,N,3
22,32500,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14500,11.99,0,0.45,N,4
26,30000,RENT,2.0,EDUCATION,B,5000,12.42,1,0.17,N,2
34,67392,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,13.85,1,0.22,Y,8
25,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4325,6.91,0,0.1,N,3
28,100000,RENT,1.0,EDUCATION,A,10000,7.51,0,0.1,N,7
28,39500,RENT,4.0,MEDICAL,B,3600,11.99,0,0.09,N,9
26,42000,RENT,8.0,MEDICAL,C,6000,12.73,0,0.14,N,4
31,55000,MORTGAGE,2.0,PERSONAL,A,8000,7.14,0,0.15,N,10
26,65004,RENT,3.0,VENTURE,A,8400,7.51,0,0.13,N,3
23,54000,MORTGAGE,7.0,MEDICAL,A,6000,6.03,0,0.11,N,4
30,42886,RENT,3.0,PERSONAL,B,12000,10.59,0,0.28,N,10
37,117000,RENT,10.0,EDUCATION,A,10000,7.66,0,0.09,N,11
42,25320,RENT,1.0,HOMEIMPROVEMENT,D,10000,14.84,1,0.39,Y,14
27,62000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3275,9.33,0,0.05,N,8
49,60000,OWN,7.0,PERSONAL,C,7000,,0,0.12,N,13
28,30000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.29,0,0.1,N,7
25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4,N,2
25,118000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,7.12,0,0.02,N,2
23,30000,RENT,3.0,DEBTCONSOLIDATION,B,6000,11.71,0,0.2,N,4
22,140000,RENT,0.0,EDUCATION,B,10000,9.99,0,0.07,N,2
29,52000,RENT,13.0,PERSONAL,D,7000,16.77,0,0.13,N,5
25,47000,RENT,8.0,DEBTCONSOLIDATION,B,8500,10.37,0,0.18,N,4
25,70000,MORTGAGE,6.0,VENTURE,A,14000,5.42,0,0.2,N,3
26,39500,MORTGAGE,6.0,MEDICAL,D,15250,15.05,1,0.39,N,4
26,40000,RENT,4.0,MEDICAL,B,15000,10.99,1,0.38,N,3
40,108000,RENT,10.0,HOMEIMPROVEMENT,B,9000,11.86,1,0.08,N,12
22,103000,MORTGAGE,,MEDICAL,A,2500,,0,0.02,N,3
22,65000,RENT,6.0,DEBTCONSOLIDATION,B,17700,11.49,0,0.27,N,2
23,51000,RENT,2.0,EDUCATION,B,9000,10.99,0,0.18,N,2
31,122000,RENT,2.0,EDUCATION,C,25600,15.96,0,0.21,Y,7
26,165000,MORTGAGE,10.0,EDUCATION,C,20000,13.22,0,0.12,Y,2
27,69000,MORTGAGE,3.0,EDUCATION,B,4000,11.49,1,0.06,N,8
24,40000,RENT,0.0,VENTURE,B,8000,10.25,0,0.2,N,4
34,160000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,25000,13.49,0,0.16,N,5
23,120000,MORTGAGE,7.0,VENTURE,C,6000,13.06,0,0.05,N,4
23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.09,1,0.2,N,3
22,32000,RENT,0.0,MEDICAL,B,3200,10.2,0,0.1,N,4
28,40000,RENT,2.0,PERSONAL,B,7500,11.86,0,0.19,N,8
33,126000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,9500,5.42,0,0.08,N,7
26,77004,MORTGAGE,0.0,MEDICAL,B,6000,11.99,0,0.08,N,4
27,62900,RENT,3.0,MEDICAL,D,12000,15.95,1,0.16,N,9
28,25000,RENT,1.0,MEDICAL,B,12000,9.83,1,0.48,N,9
25,25000,RENT,,VENTURE,B,2000,9.91,0,0.08,N,4
39,50760,RENT,4.0,EDUCATION,E,6725,16.45,0,0.13,N,11
25,89796,MORTGAGE,2.0,VENTURE,B,9000,11.11,0,0.1,N,4
24,64000,RENT,4.0,HOMEIMPROVEMENT,B,2500,11.14,1,0.04,N,3
41,95000,OWN,2.0,HOMEIMPROVEMENT,C,21600,13.92,0,0.23,Y,11
24,77350,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4800,13.79,0,0.06,Y,4
43,46000,RENT,2.0,MEDICAL,D,13000,15.7,1,0.28,Y,15
30,66000,MORTGAGE,15.0,VENTURE,B,15000,11.14,0,0.23,N,8
43,50000,RENT,6.0,PERSONAL,C,18000,14.35,1,0.36,N,16
23,83000,RENT,7.0,DEBTCONSOLIDATION,B,9000,10.59,0,0.11,N,4
29,117500,OWN,1.0,VENTURE,A,20000,6.17,0,0.17,N,9
35,67500,RENT,3.0,MEDICAL,B,10000,10.65,0,0.15,N,7
29,174996,MORTGAGE,8.0,EDUCATION,D,25000,15.28,0,0.14,Y,10
24,42000,MORTGAGE,,MEDICAL,A,19000,6.99,1,0.45,N,3
47,30000,RENT,2.0,HOMEIMPROVEMENT,C,3000,12.99,1,0.1,N,11
25,150000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.07,N,4
27,21600,OWN,11.0,HOMEIMPROVEMENT,B,4000,10.62,0,0.19,N,9
22,53500,RENT,2.0,EDUCATION,B,10000,9.99,0,0.19,N,3
34,25000,RENT,0.0,VENTURE,B,5325,10.99,0,0.21,N,7
22,96384,MORTGAGE,6.0,VENTURE,B,18000,10.25,0,0.19,N,3
26,80000,OWN,5.0,PERSONAL,C,7000,13.22,0,0.09,Y,2
28,51200,RENT,0.0,EDUCATION,B,5000,11.14,0,0.1,N,10
23,21000,RENT,3.0,MEDICAL,C,10000,13.16,1,0.48,Y,4
24,25000,RENT,0.0,HOMEIMPROVEMENT,B,8500,12.21,1,0.34,N,2
24,192000,RENT,0.0,MEDICAL,C,22000,,0,0.11,Y,2
28,95000,RENT,5.0,EDUCATION,B,8000,12.42,0,0.08,N,6
24,10000,RENT,0.0,VENTURE,B,1400,10.83,0,0.14,N,4
21,67400,MORTGAGE,2.0,VENTURE,E,20000,17.74,1,0.3,Y,2
33,25000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,12.53,0,0.12,Y,6
41,35000,MORTGAGE,18.0,VENTURE,C,1500,13.06,0,0.04,N,13
23,75000,RENT,5.0,DEBTCONSOLIDATION,B,8000,10.74,0,0.11,N,3
25,85000,MORTGAGE,7.0,PERSONAL,A,2000,,0,0.02,N,2
30,300000,OWN,14.0,VENTURE,B,35000,10.59,0,0.12,N,5
51,80000,RENT,3.0,HOMEIMPROVEMENT,F,18000,18.78,0,0.23,Y,20
45,48000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,9.63,0,0.17,N,13
22,48000,RENT,6.0,EDUCATION,B,4000,9.91,0,0.08,N,3
28,59000,RENT,0.0,HOMEIMPROVEMENT,E,6500,16.35,1,0.11,N,7
29,91560,MORTGAGE,8.0,DEBTCONSOLIDATION,A,22000,6.91,0,0.24,N,8
34,59000,RENT,0.0,EDUCATION,D,4100,14.91,1,0.07,N,10
23,26400,RENT,7.0,DEBTCONSOLIDATION,A,3800,7.9,0,0.14,N,4
23,83200,MORTGAGE,6.0,EDUCATION,A,4000,7.49,0,0.05,N,4
22,54000,MORTGAGE,6.0,PERSONAL,A,7000,8.94,0,0.13,N,2
30,54000,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.84,1,0.37,Y,9
26,32000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.16,N,2
26,62100,MORTGAGE,8.0,PERSONAL,C,1600,12.61,0,0.03,N,4
22,60000,MORTGAGE,7.0,EDUCATION,D,10000,,0,0.17,N,3
23,25000,OWN,,MEDICAL,C,4000,15.27,0,0.16,Y,4
24,39000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,16000,14.22,1,0.41,N,4
28,170000,MORTGAGE,0.0,EDUCATION,A,10000,,0,0.06,N,5
22,18000,RENT,1.0,EDUCATION,C,4000,10.91,1,0.22,Y,4
25,39000,RENT,9.0,MEDICAL,A,5000,7.49,0,0.13,N,4
23,74196,MORTGAGE,5.0,VENTURE,B,17000,11.26,0,0.23,N,4
26,26004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.38,N,3
25,65000,MORTGAGE,3.0,VENTURE,C,7000,14.72,0,0.11,N,3
27,44200,MORTGAGE,11.0,MEDICAL,C,11500,15.27,0,0.26,Y,10
23,95004,RENT,2.0,EDUCATION,A,5000,9.63,0,0.05,N,4
30,102000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,15000,15.62,0,0.15,Y,8
27,95000,MORTGAGE,11.0,VENTURE,C,18000,13.48,0,0.19,N,5
22,50000,RENT,2.0,VENTURE,B,3500,,0,0.07,N,3
21,38400,RENT,5.0,EDUCATION,B,5000,10.59,0,0.13,N,3
28,73073,MORTGAGE,8.0,VENTURE,A,4200,5.79,0,0.06,N,7
23,42500,MORTGAGE,7.0,EDUCATION,A,7500,8.49,0,0.18,N,3
26,132000,MORTGAGE,3.0,EDUCATION,A,10200,7.9,0,0.08,N,2
27,75000,RENT,2.0,DEBTCONSOLIDATION,C,15000,14.35,0,0.2,N,5
23,39000,MORTGAGE,0.0,MEDICAL,D,8000,14.11,1,0.21,N,3
24,52000,MORTGAGE,8.0,EDUCATION,A,3000,7.66,0,0.06,N,4
32,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,11.36,0,0.29,N,9
33,72000,MORTGAGE,6.0,VENTURE,A,4250,5.42,0,0.06,N,5
35,20000,RENT,2.0,PERSONAL,C,8500,13.57,1,0.42,N,10
27,101877,RENT,9.0,VENTURE,B,12500,11.99,0,0.12,N,7
24,29000,RENT,5.0,MEDICAL,C,6000,15.27,0,0.21,N,2
41,381450,MORTGAGE,10.0,PERSONAL,C,35000,13.49,0,0.09,Y,16
36,76800,MORTGAGE,18.0,PERSONAL,A,6200,5.99,0,0.08,N,17
22,99600,MORTGAGE,6.0,PERSONAL,A,7125,7.51,0,0.07,N,4
22,57000,MORTGAGE,4.0,EDUCATION,A,12875,7.9,0,0.23,N,2
27,37000,RENT,,MEDICAL,B,9000,11.11,0,0.24,N,5
31,86500,OWN,0.0,PERSONAL,C,25000,13.57,0,0.29,Y,10
24,45000,MORTGAGE,0.0,MEDICAL,B,3000,,0,0.07,N,3
28,39996,RENT,10.0,EDUCATION,D,5525,14.54,0,0.14,N,10
42,70000,RENT,6.0,PERSONAL,B,12000,,0,0.17,N,17
32,90000,RENT,2.0,MEDICAL,B,12000,10.62,0,0.13,N,5
39,42000,RENT,2.0,PERSONAL,F,6000,17.58,1,0.14,N,12
35,78000,MORTGAGE,9.0,PERSONAL,A,10000,6.54,0,0.13,N,5
26,52500,RENT,0.0,DEBTCONSOLIDATION,B,5700,11.12,0,0.11,N,2
27,65000,RENT,0.0,PERSONAL,B,12000,,0,0.18,N,5
28,70356,MORTGAGE,12.0,EDUCATION,B,6000,11.11,0,0.09,N,5
24,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6300,14.65,1,0.12,Y,2
35,48000,RENT,6.0,MEDICAL,A,17000,7.88,1,0.35,N,6
47,44004,RENT,2.0,PERSONAL,B,8000,,1,0.18,N,15
25,36000,RENT,0.0,VENTURE,D,14500,14.54,1,0.4,Y,2
31,80000,RENT,2.0,MEDICAL,A,6000,6.03,0,0.07,N,10
22,30000,RENT,0.0,EDUCATION,B,5000,11.49,0,0.17,N,2
26,73440,OWN,1.0,PERSONAL,B,35000,9.91,0,0.48,N,2
23,85000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,8.63,0,0.08,N,2
28,54080,MORTGAGE,7.0,HOMEIMPROVEMENT,B,13750,11.14,0,0.25,N,7
23,25000,RENT,1.0,VENTURE,B,4025,9.91,0,0.16,N,4
31,47700,RENT,2.0,MEDICAL,B,12000,11.99,0,0.25,N,6
28,110004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,,0,0.14,N,6
30,130000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,4000,,0,0.03,N,8
30,22000,OWN,4.0,VENTURE,B,6000,11.89,0,0.27,N,8
27,19200,OWN,3.0,PERSONAL,A,8000,8.9,1,0.42,N,8
